movement_id,product_id,store_id,movement_type,quantity,movement_date
8370,278,16,TRANSFER,unknown,2022-09-21
8371,487,17,IN,78,2021-06-08
8372,131,20,OUT,17,2022-03-12
8373,295,11,TRANSFER,96,2022-11-17
8374,24,19,OUT,3,2021-11-29
8375,46,20,TRANSFER,13,2020-12-30
8376,202,10,OUT,2,2020-09-09
8377,393,9,OUT,unknown,2022-12-10
8378,257,6,IN,20,2020-05-17
8379,53,20,TRANSFER,unknown,2022-06-12
8380,12,5,OUT,72,2020-11-14
8381,297,7,OUT,41,2022-01-02
8382,494,12,OUT,82,2022-10-03
8383,497,13,IN,36,2048-06-10
8384,199,3,OUT,1,2021-09-11
8385,20,20,TRANSFER,unknown,2021-02-10
8386,269,5,TRANSFER,9,2023-11-27
8387,184,3,TRANSFER,unknown,2072-04-06
8388,86,13,TRANSFER,22,2022-12-16
8389,339,10,TRANSFER,9,2020-05-12
8390,38,2,OUT,22,2021-09-22
8391,311,5,TRANSFER,6,2022-01-24
8392,343,18,TRANSFER,1,2021-12-22
8393,149,8,IN,58,2020-02-14
8394,419,16,IN,30,2021-02-27
8395,108,8,OUT,92,2023-03-27
8396,192,2,OUT,25,2039-09-25
8397,291,19,OUT,61,2020-12-24
8398,188,2,TRANSFER,unknown,2022-04-26
8399,200,19,OUT,67,2023-12-10
8400,490,11,IN,64,2021-05-16
8401,482,10,IN,unknown,2021-09-30
8402,243,20,IN,unknown,2020-12-31
8403,160,8,TRANSFER,unknown,2021-03-24
8404,4,2,TRANSFER,7,2022-08-12
8405,186,9,IN,15,2022-02-09
8406,154,11,TRANSFER,60,2020-09-22
8407,117,15,TRANSFER,14,2088-10-25
8408,462,11,TRANSFER,15,2022-07-27
8409,78,11,OUT,65,2022-02-26
8410,458,2,OUT,84,2021-08-06
8411,118,20,TRANSFER,38,2022-06-06
8412,6,18,OUT,unknown,2021-02-12
8413,390,17,OUT,70,2020-01-13
8414,211,11,TRANSFER,49,2100-09-06
8415,42,17,OUT,84,2023-09-28
8416,289,17,OUT,18,2023-09-29
8417,237,18,OUT,79,2021-07-22
8418,237,2,OUT,32,2038-08-21
8419,38,8,OUT,64,2020-03-28
8420,161,20,IN,15,2020-03-13
8421,211,12,TRANSFER,4,2023-08-13
8422,342,13,OUT,38,2022-09-08
8423,169,3,OUT,7,2022-11-03
8424,32,5,OUT,21,2021-07-05
8425,467,18,OUT,50,2021-10-02
8426,293,15,OUT,22,2022-03-14
8427,74,1,IN,67,2022-09-29
8428,136,8,OUT,18,2020-02-04
8429,49,12,OUT,21,2023-02-09
8430,188,13,OUT,unknown,2022-10-21
8431,157,20,OUT,35,2021-08-08
8432,103,10,TRANSFER,43,2020-05-07
8433,276,1,TRANSFER,49,2051-06-14
8434,164,13,IN,33,2020-08-04
8435,134,12,OUT,11,2020-10-23
8436,153,15,IN,87,2086-01-27
8437,398,2,TRANSFER,2,2021-09-07
8438,339,2,TRANSFER,unknown,2023-11-08
8439,432,8,TRANSFER,13,2060-09-05
8440,191,10,IN,88,2020-01-26
8441,85,7,TRANSFER,53,2020-07-13
8442,144,20,TRANSFER,5,2023-01-07
8443,412,5,IN,19,2020-10-06
8444,250,15,IN,44,2022-04-14
8445,280,5,IN,48,2022-09-30
8446,382,15,TRANSFER,64,2021-05-27
8447,158,5,IN,56,2053-05-02
8448,331,19,OUT,71,2020-04-30
8449,154,2,OUT,2,2023-04-25
8450,44,2,OUT,76,2022-08-18
8451,152,2,OUT,unknown,2021-06-13
8452,482,20,OUT,69,2021-03-12
8453,305,6,TRANSFER,31,2023-03-27
8454,423,8,OUT,44,2020-05-24
8455,178,11,OUT,48,2020-05-08
8456,108,16,OUT,23,2022-11-23
8457,439,14,OUT,79,2020-10-23
8458,181,11,IN,77,2023-11-04
8459,365,18,IN,89,2021-09-03
8460,353,7,OUT,74,2020-09-11
8461,454,5,IN,16,2022-04-09
8462,14,4,IN,24,2020-08-05
8463,414,13,TRANSFER,unknown,2023-07-09
8464,66,17,TRANSFER,90,2098-01-01
8465,105,12,IN,20,2020-08-17
8466,67,20,TRANSFER,47,2021-05-17
8467,124,8,IN,63,2021-01-07
8468,189,7,IN,97,2020-02-11
8469,115,15,IN,20,2021-05-25
8470,107,4,IN,unknown,2020-05-21
8471,327,13,OUT,31,2023-08-17
8472,367,4,IN,86,2020-08-08
8473,320,19,TRANSFER,36,2021-03-15
8474,467,8,TRANSFER,97,2023-01-20
8475,398,5,OUT,46,2021-09-30
8476,27,20,TRANSFER,98,2021-11-23
8477,456,9,OUT,71,2023-12-06
8478,375,1,TRANSFER,92,2022-04-06
8479,262,20,TRANSFER,32,2023-09-25
8480,47,6,TRANSFER,7,2020-10-26
8481,120,8,IN,18,2021-04-20
8482,325,9,OUT,56,2096-08-08
8483,407,2,TRANSFER,30,2044-03-14
8484,295,15,OUT,19,2022-06-03
8485,192,6,IN,82,2023-06-14
8486,289,20,IN,77,2022-09-19
8487,368,11,OUT,unknown,2021-01-05
8488,48,4,IN,33,2021-12-09
8489,366,14,IN,12,2021-04-07
8490,38,20,OUT,13,2020-08-12
8491,66,4,TRANSFER,99,2020-01-28
8492,384,19,IN,14,2021-01-20
8493,497,14,IN,37,2020-01-04
8494,427,4,TRANSFER,1,2023-10-10
8495,344,12,TRANSFER,80,2022-01-18
8496,318,11,IN,87,2038-04-12
8497,46,16,TRANSFER,55,2020-11-24
8498,15,19,IN,20,2020-07-24
8499,381,4,OUT,97,2022-03-30
8500,191,17,IN,97,2021-08-01
8501,199,12,TRANSFER,unknown,2020-01-11
8502,39,19,IN,1,2023-05-02
8503,168,10,OUT,6,2021-02-05
8504,164,4,OUT,unknown,2021-11-27
8505,175,20,IN,74,2021-07-23
8506,317,7,IN,20,2046-02-06
8507,361,20,TRANSFER,26,2081-01-02
8508,47,20,OUT,unknown,2021-12-18
8509,295,13,TRANSFER,41,2023-09-29
8510,154,4,IN,72,2022-03-12
8511,319,15,IN,38,2022-01-07
8512,324,19,OUT,37,2021-10-24
8513,500,9,TRANSFER,44,2023-08-29
8514,212,18,OUT,unknown,2020-04-11
8515,224,20,OUT,79,2023-06-28
8516,273,14,TRANSFER,53,2022-09-03
8517,297,19,IN,unknown,2021-10-10
8518,418,19,OUT,63,2022-04-24
8519,182,20,IN,57,2023-03-24
8520,117,12,IN,unknown,2021-04-12
8521,320,7,TRANSFER,81,2023-03-21
8522,48,5,TRANSFER,82,2022-09-16
8523,213,13,IN,68,2022-02-28
8524,414,15,TRANSFER,36,2023-02-28
8525,475,14,OUT,100,2023-03-07
8526,339,13,OUT,unknown,2020-07-23
8527,273,6,IN,unknown,2023-07-24
8528,454,9,TRANSFER,85,2021-05-23
8529,251,16,OUT,48,2021-07-20
8530,145,17,OUT,93,2020-10-01
8531,486,3,TRANSFER,87,2099-01-21
8532,133,11,IN,40,2023-08-27
8533,21,7,OUT,55,2020-10-31
8534,344,11,IN,77,2023-11-20
8535,334,7,IN,15,2023-05-13
8536,204,14,OUT,43,2022-03-06
8537,175,11,OUT,unknown,2020-04-02
8538,420,6,OUT,unknown,2020-03-02
8539,492,2,OUT,37,2074-10-23
8540,74,18,OUT,66,2058-01-24
8541,324,4,OUT,78,2022-11-01
8542,115,17,IN,52,2021-07-07
8543,243,1,IN,unknown,2020-07-18
8544,285,19,IN,90,2021-07-25
8545,157,9,TRANSFER,21,2022-04-05
8546,116,10,IN,93,2023-07-12
8547,379,3,TRANSFER,86,2022-05-22
8548,44,9,TRANSFER,65,2022-09-25
8549,453,14,IN,80,2021-05-04
8550,352,1,TRANSFER,84,2020-11-01
8551,477,20,IN,75,2066-07-15
8552,489,6,IN,10,2021-08-16
8553,81,20,IN,unknown,2023-07-06
8554,223,11,OUT,4,2021-12-10
8555,180,3,TRANSFER,48,2021-09-04
8556,133,20,TRANSFER,4,2069-06-22
8557,456,3,TRANSFER,47,2023-09-24
8558,172,11,TRANSFER,unknown,2020-02-01
8559,420,1,TRANSFER,40,2022-11-20
8560,247,15,IN,25,2020-05-28
8561,492,3,OUT,7,2020-05-13
8562,422,1,TRANSFER,26,2023-02-06
8563,186,7,TRANSFER,62,2020-02-24
8564,96,6,OUT,55,2020-05-17
8565,218,16,OUT,32,2020-10-06
8566,374,6,IN,51,2022-10-18
8567,88,9,OUT,88,2022-12-02
8568,97,13,TRANSFER,77,2020-03-17
8569,488,10,IN,9,2021-01-20
8570,318,20,TRANSFER,94,2084-02-08
8571,145,13,IN,90,2020-04-22
8572,381,17,IN,20,2021-08-12
8573,236,2,IN,96,2021-07-07
8574,108,17,OUT,50,2020-05-09
8575,347,15,OUT,46,2020-04-14
8576,91,5,IN,71,2020-08-13
8577,81,4,IN,71,2021-06-18
8578,254,17,IN,18,2021-04-25
8579,236,2,IN,17,2023-03-13
8580,449,19,OUT,24,2020-02-16
8581,375,20,IN,94,2020-02-06
8582,148,14,IN,66,2021-09-08
8583,111,3,IN,66,2038-09-15
8584,119,15,TRANSFER,34,2021-12-10
8585,277,14,IN,31,2021-01-03
8586,114,11,TRANSFER,27,2021-09-19
8587,167,17,IN,52,2020-04-15
8588,318,10,TRANSFER,58,2020-07-05
8589,136,13,TRANSFER,64,2048-08-15
8590,370,10,OUT,1,2022-09-29
8591,79,7,TRANSFER,48,2020-10-23
8592,326,5,IN,53,2021-11-09
8593,198,11,TRANSFER,unknown,2023-07-01
8594,147,1,IN,25,2023-10-15
8595,226,19,IN,unknown,2022-04-01
8596,267,5,IN,84,2022-09-20
8597,150,1,IN,67,2020-06-19
8598,429,12,TRANSFER,90,2023-11-13
8599,480,20,TRANSFER,5,2022-10-15
8600,110,5,OUT,11,2021-11-18
8601,368,20,OUT,unknown,2022-01-18
8602,184,11,IN,75,2023-07-21
8603,79,15,IN,51,2022-03-23
8604,271,2,OUT,75,2040-10-04
8605,455,14,TRANSFER,89,2022-09-23
8606,227,18,IN,19,2073-10-25
8607,309,11,TRANSFER,48,2023-07-22
8608,289,20,OUT,81,2023-07-07
8609,209,11,TRANSFER,37,2020-03-06
8610,208,10,TRANSFER,78,2022-05-06
8611,467,19,IN,5,2021-07-15
8612,291,17,TRANSFER,57,2022-04-03
8613,454,3,TRANSFER,81,2070-01-21
8614,433,6,IN,6,2020-10-18
8615,447,19,IN,48,2089-04-14
8616,432,10,TRANSFER,45,2032-09-25
8617,281,1,IN,47,2021-08-19
8618,269,19,OUT,unknown,2022-05-20
8619,33,7,OUT,35,2076-09-02
8620,208,18,IN,63,2021-11-27
8621,325,14,TRANSFER,unknown,2021-03-07
8622,417,20,TRANSFER,5,2021-06-07
8623,485,10,IN,97,2023-12-12
8624,490,17,OUT,7,2020-02-17
8625,19,11,TRANSFER,63,2021-11-02
8626,47,12,OUT,76,2020-04-29
8627,152,20,IN,82,2020-09-24
8628,308,1,TRANSFER,100,2020-01-21
8629,76,15,OUT,6,2021-12-20
8630,164,15,IN,3,2022-02-08
8631,247,12,OUT,4,2020-07-07
8632,156,16,OUT,88,2021-11-02
8633,237,1,TRANSFER,5,2022-09-03
8634,273,13,IN,54,2023-10-24
8635,281,15,IN,unknown,2023-06-14
8636,271,12,IN,65,2063-07-02
8637,28,17,TRANSFER,11,2044-07-18
8638,387,15,OUT,9,2023-01-16
8639,304,9,IN,33,2021-11-04
8640,373,7,TRANSFER,unknown,2023-08-08
8641,352,14,OUT,46,2020-01-02
8642,436,2,OUT,49,2020-08-30
8643,93,17,OUT,66,2022-04-03
8644,296,20,TRANSFER,44,2023-09-30
8645,130,11,TRANSFER,38,2023-01-22
8646,90,11,TRANSFER,96,2021-06-11
8647,462,20,TRANSFER,90,2023-01-12
8648,64,16,OUT,72,2023-06-13
8649,216,19,OUT,51,2022-09-05
8650,150,10,TRANSFER,57,2022-11-25
8651,495,11,TRANSFER,48,2022-08-19
8652,426,19,IN,69,2022-11-15
8653,315,6,IN,92,2021-06-23
8654,297,18,TRANSFER,48,2020-09-09
8655,116,15,OUT,42,2023-08-02
8656,357,13,OUT,95,2020-05-16
8657,172,1,TRANSFER,61,2021-05-28
8658,110,12,TRANSFER,25,2022-06-22
8659,392,4,OUT,40,2021-06-05
8660,258,8,TRANSFER,unknown,2020-09-03
8661,55,5,TRANSFER,94,2022-09-20
8662,352,16,TRANSFER,85,2023-04-02
8663,129,1,OUT,16,2023-07-06
8664,398,2,IN,73,2021-07-30
8665,116,7,TRANSFER,27,2021-07-20
8666,421,16,TRANSFER,90,2022-07-20
8667,202,17,IN,95,2020-05-22
8668,478,7,IN,16,2022-06-03
8669,64,14,OUT,72,2047-08-11
8670,262,13,TRANSFER,38,2023-07-01
8671,405,19,TRANSFER,26,2023-09-30
8672,348,15,OUT,52,2023-10-29
8673,420,9,IN,76,2022-03-07
8674,80,19,IN,60,2023-01-06
8675,258,13,OUT,88,2020-01-11
8676,34,15,OUT,70,2020-04-21
8677,243,19,TRANSFER,51,2022-12-06
8678,204,12,OUT,28,2023-02-05
8679,15,15,TRANSFER,47,2020-04-02
8680,3,14,IN,50,2021-03-27
8681,293,17,OUT,36,2022-05-13
8682,300,7,TRANSFER,3,2020-11-09
8683,402,7,TRANSFER,91,2023-11-10
8684,205,10,TRANSFER,72,2022-03-04
8685,446,4,TRANSFER,95,2021-10-16
8686,168,12,TRANSFER,64,2052-09-21
8687,298,11,IN,57,2020-03-13
8688,292,15,IN,8,2023-02-08
8689,425,15,OUT,51,2023-06-27
8690,423,8,IN,87,2020-04-03
8691,493,19,IN,85,2022-01-16
8692,299,5,IN,37,2020-04-18
8693,101,2,OUT,42,2020-03-24
8694,234,9,OUT,9,2021-11-23
8695,13,11,TRANSFER,78,2022-01-24
8696,64,4,IN,95,2022-12-28
8697,383,2,IN,22,2021-03-29
8698,407,2,IN,100,2023-04-26
8699,486,12,OUT,80,2023-08-01
8700,413,13,OUT,unknown,2023-04-14
8701,167,7,TRANSFER,90,2020-10-24
8702,276,10,TRANSFER,14,2023-02-16
8703,490,20,OUT,21,2023-08-19
8704,107,17,OUT,62,2021-11-20
8705,470,13,TRANSFER,77,2022-06-29
8706,6,20,TRANSFER,19,2021-01-26
8707,280,5,OUT,unknown,2020-10-27
8708,326,2,OUT,63,2023-07-10
8709,62,5,IN,67,2021-10-26
8710,283,11,OUT,76,2022-11-24
8711,14,10,TRANSFER,unknown,2022-11-17
8712,241,4,IN,52,2020-08-31
8713,24,16,IN,31,2023-06-08
8714,301,20,IN,78,2023-11-16
8715,247,11,OUT,59,2021-04-07
8716,246,5,TRANSFER,66,2023-12-28
8717,101,15,OUT,34,2021-05-08
8718,490,14,OUT,97,2022-05-24
8719,451,10,TRANSFER,18,2022-04-03
8720,436,20,IN,78,2051-10-12
8721,199,10,OUT,81,2022-06-05
8722,403,3,TRANSFER,48,2023-12-18
8723,260,5,TRANSFER,7,2023-05-13
8724,434,15,TRANSFER,69,2020-04-08
8725,357,19,IN,unknown,2023-04-01
8726,28,14,IN,76,2022-02-07
8727,456,2,TRANSFER,unknown,2022-10-10
8728,377,14,TRANSFER,58,2021-08-19
8729,16,19,IN,14,2023-07-15
8730,8,20,TRANSFER,48,2021-03-08
8731,209,14,TRANSFER,83,2021-06-05
8732,267,19,TRANSFER,66,2023-07-16
8733,119,18,OUT,unknown,2037-02-04
8734,269,9,IN,66,2093-04-05
8735,328,3,OUT,21,2020-08-01
8736,300,4,TRANSFER,17,2054-00-24
8737,140,2,TRANSFER,unknown,2021-02-10
8738,338,1,IN,74,2022-05-11
8739,487,3,IN,unknown,2023-05-30
8740,500,3,IN,59,2020-03-12
8741,315,7,TRANSFER,97,2023-07-17
8742,279,8,IN,26,2020-05-08
8743,95,5,IN,72,2022-11-14
8744,103,18,OUT,22,2021-12-20
8745,288,2,TRANSFER,59,2023-01-11
8746,86,16,OUT,3,2021-07-01
8747,474,13,IN,79,2021-07-16
8748,59,8,IN,22,2022-07-18
8749,466,12,TRANSFER,unknown,2020-01-17
8750,190,5,TRANSFER,1,2022-04-06
8751,254,12,OUT,49,2022-04-29
8752,165,3,IN,76,2023-01-10
8753,66,13,OUT,17,2021-01-01
8754,343,15,TRANSFER,69,2020-10-31
8755,70,8,TRANSFER,25,2020-10-01
8756,29,17,OUT,51,2081-10-20
8757,350,16,OUT,63,2020-06-30
8758,66,15,IN,93,2021-03-30
8759,28,18,OUT,58,2023-01-25
8760,341,5,TRANSFER,unknown,2020-11-06
8761,51,8,OUT,92,2021-02-07
8762,396,2,TRANSFER,57,2021-06-10
8763,377,20,IN,49,2023-10-06
8764,151,2,IN,89,2023-04-27
8765,152,2,OUT,76,2023-07-01
8766,424,13,TRANSFER,90,2021-01-18
8767,286,10,IN,24,2022-06-23
8768,106,15,OUT,94,2022-09-11
8769,374,18,OUT,93,2021-06-06
8770,446,14,IN,unknown,2020-01-12
8771,335,20,TRANSFER,61,2022-04-05
8772,57,9,TRANSFER,unknown,2021-06-16
8773,78,13,IN,84,2021-06-05
8774,34,3,TRANSFER,37,2022-11-18
8775,333,6,OUT,38,2022-06-23
8776,468,12,IN,80,2022-06-16
8777,402,17,TRANSFER,50,2022-02-14
8778,346,20,OUT,16,2039-03-18
8779,381,8,TRANSFER,unknown,2035-07-10
8780,441,10,IN,93,2023-04-30
8781,40,17,IN,73,2020-04-08
8782,403,10,OUT,68,2023-06-05
8783,256,3,IN,80,2022-06-03
8784,216,17,OUT,unknown,2020-01-02
8785,280,1,OUT,63,2021-03-14
8786,478,2,TRANSFER,44,2078-05-11
8787,104,1,TRANSFER,93,2037-10-23
8788,464,7,IN,unknown,2020-01-23
8789,374,15,IN,46,2020-10-24
8790,2,2,IN,53,2022-06-07
8791,373,20,TRANSFER,35,2023-10-18
8792,264,1,OUT,87,2020-10-24
8793,331,15,TRANSFER,59,2023-02-02
8794,296,19,IN,88,2021-02-03
8795,399,1,TRANSFER,unknown,2020-09-09
8796,65,4,OUT,26,2085-04-10
8797,38,18,TRANSFER,3,2023-08-18
8798,476,16,TRANSFER,64,2022-03-27
8799,472,19,IN,37,2020-04-17
8800,144,12,IN,38,2023-03-24
8801,235,8,OUT,10,2023-05-31
8802,473,9,OUT,96,2022-08-09
8803,122,9,IN,17,2020-02-15
8804,242,6,IN,15,2020-04-06
8805,302,16,IN,65,2023-11-25
8806,408,13,IN,83,2021-02-25
8807,208,8,OUT,unknown,2022-06-02
8808,44,6,OUT,62,2020-03-28
8809,363,4,OUT,30,2020-11-25
8810,373,6,TRANSFER,56,2021-11-01
8811,487,1,TRANSFER,26,2022-08-22
8812,180,1,OUT,73,2020-11-09
8813,263,1,TRANSFER,95,2047-07-12
8814,115,14,OUT,92,2020-11-13
8815,279,10,OUT,18,2022-06-29
8816,63,2,IN,unknown,2022-10-03
8817,47,13,OUT,91,2053-03-10
8818,246,11,TRANSFER,33,2046-02-13
8819,197,3,IN,53,2020-02-18
8820,209,16,TRANSFER,60,2022-09-26
8821,363,7,OUT,26,2055-04-25
8822,482,5,IN,7,2080-04-02
8823,184,8,TRANSFER,52,2021-10-30
8824,347,5,IN,69,2021-01-21
8825,186,4,IN,51,2023-10-24
8826,374,17,IN,49,2020-03-06
8827,237,16,TRANSFER,93,2022-11-05
8828,412,17,TRANSFER,1,2022-06-12
8829,140,6,OUT,62,2023-06-02
8830,389,15,OUT,30,2020-06-24
8831,492,20,TRANSFER,unknown,2020-02-14
8832,42,20,IN,66,2088-08-20
8833,482,6,OUT,58,2021-05-13
8834,165,6,IN,16,2023-03-24
8835,335,13,TRANSFER,90,2022-01-05
8836,469,5,TRANSFER,35,2020-08-03
8837,205,13,OUT,94,2023-09-10
8838,410,18,TRANSFER,unknown,2021-11-10
8839,225,2,TRANSFER,48,2045-08-04
8840,126,17,TRANSFER,31,2021-10-02
8841,487,11,OUT,69,2022-03-16
8842,454,10,TRANSFER,unknown,2022-01-15
8843,62,9,TRANSFER,27,2021-07-20
8844,358,10,IN,47,2021-03-04
8845,12,13,TRANSFER,99,2022-10-24
8846,54,7,OUT,35,2061-08-16
8847,31,11,TRANSFER,81,2022-09-21
8848,379,11,IN,84,2021-03-31
8849,361,10,IN,46,2020-07-19
8850,263,14,IN,24,2021-02-07
8851,500,10,OUT,41,2023-09-05
8852,197,14,TRANSFER,19,2022-02-05
8853,325,10,TRANSFER,44,2067-07-04
8854,483,19,IN,40,2020-03-09
8855,4,16,OUT,91,2020-12-14
8856,33,12,TRANSFER,72,2047-08-12
8857,382,4,OUT,12,2021-06-10
8858,1,19,OUT,69,2022-03-08
8859,314,7,IN,70,2022-12-23
8860,162,7,OUT,unknown,2035-06-14
8861,306,9,TRANSFER,93,2020-08-15
8862,460,19,TRANSFER,37,2020-07-02
8863,209,1,TRANSFER,54,2020-01-25
8864,332,6,IN,unknown,2022-11-05
8865,130,7,IN,98,2020-02-27
8866,455,2,OUT,unknown,2022-05-04
8867,193,5,TRANSFER,22,2021-05-09
8868,5,6,IN,39,2023-07-31
8869,396,3,TRANSFER,49,2023-11-01
8870,436,7,IN,83,2020-07-05
8871,451,14,IN,87,2023-07-05
8872,219,5,OUT,24,2022-05-18
8873,457,20,TRANSFER,67,2020-03-03
8874,333,17,OUT,78,2021-11-30
8875,170,9,OUT,unknown,2021-02-21
8876,337,5,OUT,75,2021-09-09
8877,4,12,IN,15,2020-04-16
8878,368,4,OUT,98,2020-08-30
8879,63,16,TRANSFER,77,2022-03-28
8880,8,14,IN,100,2020-08-22
8881,17,16,TRANSFER,31,2022-10-07
8882,452,12,OUT,74,2023-12-28
8883,417,13,TRANSFER,9,2021-09-08
8884,16,1,OUT,76,2022-09-11
8885,160,20,IN,61,2021-03-27
8886,357,13,IN,16,2023-05-09
8887,347,18,OUT,unknown,2020-05-30
8888,384,8,OUT,4,2023-02-02
8889,84,10,OUT,unknown,2021-01-09
8890,274,17,TRANSFER,30,2022-09-08
8891,81,3,OUT,95,2023-08-07
8892,3,20,IN,66,2020-07-17
8893,319,16,IN,99,2023-05-29
8894,284,16,OUT,53,2065-04-14
8895,303,15,IN,62,2022-03-24
8896,223,12,TRANSFER,12,2084-08-07
8897,355,15,OUT,7,2020-03-22
8898,6,16,OUT,unknown,2023-08-30
8899,41,8,IN,83,2023-02-02
8900,277,2,OUT,18,2021-07-13
8901,381,15,TRANSFER,22,2052-02-17
8902,183,10,TRANSFER,45,2022-05-17
8903,344,1,IN,8,2021-07-12
8904,270,12,TRANSFER,11,2020-06-21
8905,391,10,OUT,68,2022-09-16
8906,83,17,TRANSFER,65,2021-09-06
8907,73,10,IN,5,2022-04-12
8908,415,5,IN,11,2020-06-30
8909,395,4,OUT,4,2020-02-01
8910,425,17,TRANSFER,51,2021-06-03
8911,390,3,TRANSFER,12,2020-06-26
8912,217,13,IN,68,2023-06-18
8913,63,11,TRANSFER,37,2021-08-09
8914,44,9,OUT,42,2020-05-08
8915,493,7,TRANSFER,unknown,2023-01-10
8916,6,7,IN,75,2020-07-05
8917,288,5,IN,unknown,2022-11-03
8918,288,8,TRANSFER,34,2020-03-09
8919,213,18,OUT,20,2049-06-18
8920,343,1,IN,10,2022-05-17
8921,326,6,OUT,71,2023-04-28
8922,272,9,OUT,69,2022-04-24
8923,300,3,IN,87,2021-08-29
8924,451,14,IN,89,2023-12-09
8925,411,10,IN,60,2021-11-10
8926,16,2,IN,70,2022-12-21
8927,405,19,IN,unknown,2020-02-16
8928,475,14,TRANSFER,45,2020-02-19
8929,277,3,IN,60,2022-01-24
8930,150,20,TRANSFER,39,2072-10-18
8931,314,8,OUT,14,2022-06-30
8932,438,17,OUT,unknown,2020-08-09
8933,131,19,OUT,62,2066-07-12
8934,445,4,TRANSFER,86,2021-10-24
8935,325,5,OUT,64,2023-12-01
8936,408,7,OUT,16,2022-02-27
8937,267,11,TRANSFER,5,2075-03-01
8938,32,18,OUT,61,2022-10-12
8939,176,9,IN,24,2021-03-05
8940,91,6,TRANSFER,66,2023-05-17
8941,13,12,TRANSFER,36,2023-05-22
8942,410,20,TRANSFER,22,2022-04-27
8943,353,19,TRANSFER,79,2023-11-05
8944,134,20,IN,14,2023-03-31
8945,77,20,TRANSFER,8,2020-02-12
8946,353,2,IN,unknown,2022-06-26
8947,199,12,TRANSFER,87,2020-11-10
8948,231,20,IN,84,2022-11-08
8949,206,2,IN,4,2022-08-15
8950,474,14,TRANSFER,77,2020-05-04
8951,450,14,TRANSFER,57,2023-12-25
8952,426,17,IN,91,2022-07-11
8953,428,12,TRANSFER,7,2020-10-27
8954,259,9,IN,19,2022-01-16
8955,65,20,OUT,64,2022-12-31
8956,89,16,OUT,10,2039-06-16
8957,54,15,OUT,65,2022-01-20
8958,51,6,IN,50,2058-04-16
8959,291,10,OUT,48,2021-06-08
8960,45,20,IN,92,2021-11-07
8961,382,14,IN,unknown,2022-11-07
8962,401,13,TRANSFER,25,2020-11-19
8963,17,5,IN,2,2021-09-01
8964,22,17,OUT,74,2082-02-21
8965,483,11,IN,unknown,2023-04-08
8966,79,19,OUT,2,2023-07-13
8967,389,1,IN,1,2080-01-19
8968,449,3,IN,93,2023-03-13
8969,212,19,IN,58,2030-10-18
8970,493,1,IN,17,2022-08-14
8971,173,20,IN,64,2023-03-31
8972,464,9,IN,89,2020-05-13
8973,194,6,OUT,unknown,2023-08-18
8974,27,13,IN,68,2085-01-20
8975,474,10,TRANSFER,63,2022-02-14
8976,329,2,IN,unknown,2021-07-06
8977,491,11,TRANSFER,95,2021-08-27
8978,117,15,TRANSFER,47,2023-08-02
8979,181,16,IN,32,2023-01-13
8980,54,6,IN,74,2020-03-23
8981,178,4,OUT,91,2021-10-23
8982,185,4,IN,8,2023-08-03
8983,189,14,IN,65,2099-03-02
8984,91,5,OUT,36,2023-12-27
8985,259,13,OUT,73,2020-11-04
8986,443,9,IN,56,2020-07-17
8987,427,8,IN,14,2022-07-01
8988,153,4,TRANSFER,42,2037-08-12
8989,472,2,OUT,82,2023-02-13
8990,454,6,TRANSFER,32,2022-01-02
8991,462,7,OUT,58,2023-05-11
8992,399,7,TRANSFER,34,2023-10-15
8993,146,18,OUT,94,2021-01-08
8994,195,5,OUT,32,2021-11-16
8995,324,10,TRANSFER,62,2022-03-18
8996,61,17,IN,unknown,2021-06-26
8997,109,7,TRANSFER,64,2023-01-19
8998,339,14,OUT,22,2020-08-13
8999,434,12,OUT,14,2023-06-07
9000,479,12,TRANSFER,28,2022-09-12
9001,190,15,IN,unknown,2022-03-04
9002,304,13,OUT,72,2021-03-28
9003,257,16,OUT,89,2022-02-18
9004,486,16,OUT,unknown,2023-06-14
9005,424,20,OUT,30,2023-06-09
9006,321,13,OUT,unknown,2021-05-02
9007,47,13,IN,85,2021-06-22
9008,406,18,OUT,41,2020-10-08
9009,490,14,OUT,50,2022-03-05
9010,211,7,IN,87,2021-09-09
9011,490,20,OUT,54,2022-12-25
9012,367,9,OUT,41,2021-04-25
9013,326,20,TRANSFER,55,2023-11-30
9014,7,6,OUT,35,2021-08-02
9015,278,20,IN,6,2020-01-30
9016,49,16,TRANSFER,73,2023-09-05
9017,161,12,OUT,54,2023-02-12
9018,368,15,IN,6,2022-06-12
9019,124,15,IN,85,2021-10-12
9020,233,9,TRANSFER,39,2023-12-20
9021,167,4,IN,34,2020-04-03
9022,360,13,TRANSFER,80,2022-09-01
9023,62,1,IN,40,2021-07-02
9024,452,4,IN,7,2022-06-03
9025,443,7,TRANSFER,22,2022-12-03
9026,406,10,OUT,61,2020-12-14
9027,12,6,TRANSFER,84,2021-02-09
9028,101,19,TRANSFER,63,2021-04-12
9029,328,18,OUT,21,2074-06-10
9030,213,17,OUT,31,2020-08-30
9031,187,9,TRANSFER,83,2021-04-02
9032,56,15,OUT,7,2022-12-04
9033,320,3,IN,67,2022-04-10
9034,129,16,OUT,13,2020-11-28
9035,406,5,TRANSFER,86,2021-09-06
9036,85,4,TRANSFER,70,2021-01-03
9037,497,6,TRANSFER,77,2023-10-15
